ticker,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,trailingPE,currentPrice,fiftyTwoWeekLow,fiftyTwoWeekHigh,Total Assets,Current Liabilities,EBIT,Operating Income,ttm_latest,percento52weekhigh,percento52weeklow
0922.HK,2024-09-01,Personal Services,Consumer Cyclical,81179280.0,0.154,0.2033,5.5333333,0.166,0.142,0.2,1275131000.0,147480000.0,88393000.0,79910000.0,2024-03-31,-20.48,14.46
0927.HK,2024-09-01,Consumer Electronics,Technology,87528080.0,0.765,0.0173,18.000002,0.72,0.7,0.86,942027000.0,266159000.0,58203000.0,38735000.0,2024-03-31,-19.44,2.78
0932.HK,2024-09-01,Packaged Foods,Consumer Defensive,208698448.0,0.004,0.00242,Infinity,0.024,0.019,0.076,344334000.0,165500000.0,12351000.0,25708000.0,2024-03-31,-216.67,20.83
0934.HK,2024-09-01,Oil & Gas Midstream,Energy,4394262528.0,2.589,1.96052,8.68,4.34,2.92,4.7,16027223000.0,228668000.0,1401878000.0,120997000.0,2023-12-31,-8.29,32.72
0936.HK,2024-09-01,Rental & Leasing Services,Industrials,301375008.0,0.031,0.02264,11.1,0.111,0.099,0.35,588442000.0,323434000.0,23455000.0,20191000.0,2023-12-31,-215.32,10.81
0941.HK,2024-09-01,Telecom Services,Communication Services,1384690483200.0,16.287,0.13244,11.01156,76.2,60.9,79.0,1992657000000.0,558565000000.0,174083000000.0,144425000000.0,2023-12-31,-3.67,20.08
0943.HK,2024-09-01,Household & Personal Products,Consumer Defensive,1200082816.0,0.003,-2.80443,1.0,0.01,0.01,0.02,3025006000.0,1993243000.0,284379000.0,137651000.0,2023-06-30,-100.0,0.0
0951.HK,2024-09-01,Auto Parts,Consumer Cyclical,6375352832.0,2.635,0.00658,4.0,1.36,1.25,1.52,21792483000.0,12853207000.0,1171149000.0,1021164000.0,2023-12-31,-11.76,8.09
0952.HK,2024-09-01,Capital Markets,Financial Services,1941217920.0,0.027,0.080570005,Infinity,0.204,0.152,0.24,4064012000.0,1952929000.0,167244000.0,51521000.0,2023-12-31,-17.65,25.49
0956.HK,2024-09-01,Utilities—Diversified,Utilities,58789756928.0,1.051,0.09827,6.0,3.3,2.47,4.13,79016593096.75,18693165616.38,4456250133.62,4200543159.5,2023-12-31,-25.15,25.15
0960.HK,2024-09-01,Real Estate—Development,Real Estate,295245971456.0,7.494,0.064380005,4.8674035,8.81,7.86,18.74,700406875000.0,266989427000.0,25671515000.0,19989974000.0,2023-12-31,-112.71,10.78
0968.HK,2024-09-01,Solar,Technology,42771460096.0,0.247,0.1751,5.7547174,3.05,2.9,6.9,60432994000.0,17222602000.0,5955194000.0,6144511000.0,2023-12-31,-126.23,4.92
0973.HK,2024-09-01,Household & Personal Products,Consumer Defensive,50492751872.0,0.096,0.03694,60.178574,33.7,16.64,34.0,3115035000.0,1138888000.0,227874000.0,296075000.0,2024-03-31,-0.89,50.62
0975.HK,2024-09-01,Coking Coal,Basic Materials,8562465792.0,0.267,0.22284001,5.0496893,8.13,2.85,14.78,2008441000.0,433432000.0,370916000.0,387004000.0,2023-12-31,-81.8,64.94
0981.HK,2024-09-01,Semiconductors,Technology,150298591232.0,0.85,0.07266,36.340424,17.08,13.88,25.2,47787312000.0,7601582000.0,1396873000.0,355634000.0,2023-12-31,-47.54,18.74
0982.HK,2024-09-01,Real Estate Services,Real Estate,2766316800.0,0.021,0.13501,9.666667,0.29,0.1,0.29,1047171000.0,793274000.0,366829000.0,397748000.0,2023-12-31,0.0,65.52
0990.HK,2024-09-01,Steel,Basic Materials,656360256.0,0.454,0.011360001,7.9,0.395,0.365,0.8,16331129000.0,9035811000.0,1550486000.0,1329422000.0,2023-12-31,-102.53,7.59
0991.HK,2024-09-01,Utilities—Independent Power Producers,Utilities,217762332672.0,0.591,0.024130002,18.625,1.49,1.06,1.81,303998918000.0,91230324000.0,11299596000.0,9631804000.0,2023-12-31,-21.48,28.86
0992.HK,2024-09-01,Computer Hardware,Technology,119919648768.0,0.324,0.018129999,15.222222,9.59,7.62,12.26,38750954000.0,26059163000.0,1640657000.0,2005784000.0,2024-03-31,-27.84,20.54
0995.HK,2024-09-01,Infrastructure Operations,Industrials,18304282624.0,3.238,0.22149,8.381818,9.22,7.03,10.18,21738743118.83,1460530426.73,2480735714.91,2427452099.54,2023-12-31,-10.41,23.75
1001.HK,2024-09-01,Steel,Basic Materials,1392871168.0,0.228,0.03421,1.9333333,0.232,0.22,0.39,2649902000.0,1157479000.0,175550000.0,210062000.0,2024-03-31,-68.1,5.17
1003.HK,2024-09-01,Entertainment,Communication Services,1681311104.0,0.085,0.119399995,13.500001,0.54,0.48,0.99,2234243000.0,777126000.0,217008000.0,467160000.0,2023-12-31,-83.33,11.11
1022.HK,2024-09-01,Electronic Gaming & Multimedia,Communication Services,305554720.0,0.092,0.22995001,20.3,0.203,0.184,0.32,701929000.0,80841000.0,56245000.0,40784000.0,2023-12-31,-57.64,9.36
1023.HK,2024-09-01,Footwear & Accessories,Consumer Cyclical,119916200.0,0.458,0.08916,3.3125,0.53,0.49,0.93,2138739000.0,328663000.0,261713000.0,222000000.0,2023-06-30,-75.47,7.55
1024.HK,2024-09-01,Internet Content & Information,Communication Services,135692402688.0,12.315,0.114870004,11.715116,40.3,37.55,66.95,106296000000.0,48778000000.0,7384000000.0,6021000000.0,2023-12-31,-66.13,6.82
1028.HK,2024-09-01,Footwear & Accessories,Consumer Cyclical,10890000.0,0.319,0.01353,29.5,0.295,0.1,0.41,1749534000.0,351123000.0,98124000.0,57864000.0,2023-12-31,-38.98,66.1
1033.HK,2024-09-01,Oil & Gas Drilling,Energy,32789508096.0,0.123,0.00898,13.0,0.52,0.415,0.66,75162974000.0,66127176000.0,1690901000.0,1252879000.0,2023-12-31,-26.92,20.19
1038.HK,2024-09-01,Utilities—Regulated Electric,Utilities,160528465920.0,3.643,1.34267,17.079645,57.9,35.2,58.8,165873000000.0,16099000000.0,9532000000.0,1733000000.0,2023-12-31,-1.55,39.21
1044.HK,2024-09-01,Household & Personal Products,Consumer Defensive,29002254336.0,18.091,0.12752,8.820422,25.05,22.55,30.4,40215901000.0,19060286000.0,4240512000.0,3491422000.0,2023-12-31,-21.36,9.98
1050.HK,2024-09-01,Metal Fabrication,Industrials,1879759360.0,0.074,0.058179997,9.25,0.74,0.405,0.96,2402721000.0,1212743000.0,229854000.0,260345000.0,2024-03-31,-29.73,45.27
1052.HK,2024-09-01,Infrastructure Operations,Industrials,23613626368.0,1.546,0.14235,8.302325,3.57,3.36,4.64,36502458000.0,7834549000.0,2096562000.0,1913033000.0,2023-12-31,-29.97,5.88
1057.HK,2024-09-01,Auto Parts,Consumer Cyclical,1372894720.0,0.471,0.056020003,12.529412,2.13,1.76,2.81,2650678847.84,1123234093.19,91276949.94,102099917.94,2023-12-31,-31.92,17.37
1060.HK,2024-09-01,Entertainment,Communication Services,3656808448.0,0.252,0.056550004,37.0,0.37,0.35,0.63,21459900000.0,5523687000.0,301126000.0,345815000.0,2024-03-31,-70.27,5.41
1061.HK,2024-09-01,Drug Manufacturers—Specialty & Generic,Healthcare,1060324992.0,1.058,0.16239001,5.2222223,2.35,1.96,3.15,2827558498.0,810744089.0,357226586.0,311680844.0,2023-12-31,-34.04,16.6
1063.HK,2024-09-01,Conglomerates,Industrials,35567656.0,0.078,0.60448,3.3333335,0.1,0.078,0.275,264025000.0,20751000.0,40363000.0,17385000.0,2023-12-31,-175.0,22.0
1065.HK,2024-09-01,Waste Management,Industrials,13252571136.0,1.688,0.17789,4.9152546,2.9,2.52,3.5,24460654000.0,4306931000.0,1102095000.0,1565371000.0,2023-12-31,-20.69,13.1
1066.HK,2024-09-01,Medical Instruments & Supplies,Healthcare,17976014848.0,1.721,0.14741999,9.586956,4.41,3.6,8.02,33670231000.0,7582041000.0,2642158000.0,2297105000.0,2023-12-31,-81.86,18.37
1070.HK,2024-09-01,Consumer Electronics,Technology,8867673088.0,4.122,0.012619999,10.355556,4.66,2.16,6.97,64776450000.0,45535596000.0,2033681000.0,819241000.0,2023-12-31,-49.57,53.65
1071.HK,2024-09-01,Utilities—Regulated Electric,Utilities,166080610304.0,0.557,0.04656,9.155556,4.12,2.81,5.57,223036299000.0,63196667000.0,9443715000.0,5749627000.0,2023-12-31,-35.19,31.8
1072.HK,2024-09-01,Specialty Industrial Machinery,Industrials,12647387136.0,7.217,0.0513,7.9210525,9.03,6.0,13.56,121108373341.62,71249094211.51,4070603267.47,3784503738.99,2023-12-31,-50.17,33.55
1083.HK,2024-09-01,Utilities—Regulated Gas,Utilities,27026104320.0,1.158,0.05875,9.125,2.92,2.66,3.67,53464703000.0,14437704000.0,2960003000.0,1701582000.0,2023-12-31,-25.68,8.9
1085.HK,2024-09-01,Communication Equipment,Technology,1071635008.0,2.648,0.02005,7.3846154,0.96,0.79,2.23,4247771000.0,648831000.0,156525000.0,154552000.0,2023-12-31,-132.29,17.71
1086.HK,2024-09-01,Leisure,Consumer Cyclical,2555491840.0,0.951,0.02567,5.3333335,0.64,0.37,0.72,11373454000.0,5184232000.0,411982000.0,264938000.0,2023-12-31,-12.5,42.19
1088.HK,2024-09-01,Thermal Coal,Energy,607351996416.0,8.875,0.16272,10.732484,33.7,23.25,40.7,630131000000.0,91585000000.0,86902000000.0,91946000000.0,2023-12-31,-20.77,31.01
1093.HK,2024-09-01,Drug Manufacturers—General,Healthcare,48196702208.0,0.915,0.18722999,8.763637,4.82,4.58,7.41,46282170000.0,10182573000.0,7415268000.0,7016011000.0,2023-12-31,-53.73,4.98
1099.HK,2024-09-01,Medical Distribution,Healthcare,50553176064.0,2.761,0.015190001,6.0,18.18,17.3,23.2,383394844000.0,241490637000.0,22468724000.0,22276959000.0,2023-12-31,-27.61,4.84
1100.HK,2024-09-01,Footwear & Accessories,Consumer Cyclical,413269344.0,1.307,0.08312,7.8500004,1.57,1.35,1.9,1786603000.0,549000000.0,192457000.0,118036000.0,2023-12-31,-21.02,14.01
1108.HK,2024-09-01,Building Products & Equipment,Industrials,7869783040.0,0.35,0.03108,10.972222,3.95,3.58,5.88,12427698664.06,4154613359.37,585036860.75,536417086.42,2023-12-31,-48.86,9.37
1109.HK,2024-09-01,Real Estate—Development,Real Estate,481379549184.0,17.156,0.10836001,5.1752334,22.15,20.3,37.5,1191177109000.0,584205857000.0,68015051000.0,49317816000.0,2023-12-31,-69.3,8.35
1110.HK,2024-09-01,Pharmaceutical Retailers,Healthcare,476891168.0,0.511,0.029560002,7.142857,0.5,0.485,0.87,1337650000.0,463532000.0,105405000.0,62693000.0,2023-12-31,-74.0,3.0
1112.HK,2024-09-01,Packaged Foods,Consumer Defensive,12502467584.0,3.79,0.020499999,17.723404,8.33,7.83,12.7,20041970000.0,8441189000.0,1741207000.0,1872625000.0,2023-12-31,-52.46,6.0
1113.HK,2024-09-01,Real Estate—Development,Real Estate,144896901120.0,9.257,0.35606998,7.1380086,31.55,29.0,43.5,508885000000.0,51800000000.0,21909000000.0,11926000000.0,2023-12-31,-37.88,8.08
1118.HK,2024-09-01,Steel,Basic Materials,1022198656.0,1.135,0.03351,3.4583333,0.83,0.63,0.98,2919328000.0,1357762000.0,231636000.0,278847000.0,2023-12-31,-18.07,24.1
1120.HK,2024-09-01,Medical Instruments & Supplies,Healthcare,271361696.0,0.395,0.0429,6.1538463,0.8,0.73,1.0,1276544000.0,613953000.0,57543000.0,43777000.0,2023-12-31,-25.0,8.75
1126.HK,2024-09-01,Leisure,Consumer Cyclical,1626400384.0,1.962,0.15024,3.6491227,4.16,3.63,5.18,4384667000.0,1126744000.0,844188000.0,809265000.0,2022-12-31,-24.52,12.74
1127.HK,2024-09-01,Specialty Business Services,Industrials,1224460032.0,0.671,0.07401,5.5,1.43,0.99,1.6,2889437000.0,922397000.0,336939000.0,291296000.0,2023-12-31,-11.89,30.77
1128.HK,2024-09-01,Resorts & Casinos,Consumer Cyclical,63582490624.0,2.816,0.094689995,10.68,5.34,5.04,8.45,44829053000.0,10945612000.0,4328021000.0,3883757000.0,2023-12-31,-58.24,5.62
1138.HK,2024-09-01,Oil & Gas Midstream,Energy,68438130688.0,0.903,0.14215,11.739725,8.57,6.06,11.72,72083612000.0,8726332000.0,6236546000.0,5534144000.0,2023-12-31,-36.76,29.29
1148.HK,2024-09-01,Auto Parts,Consumer Cyclical,1297560192.0,0.032,0.0072600003,3.8,0.152,0.151,0.36,5501103000.0,3308163000.0,105824000.0,64947000.0,2023-12-31,-136.84,0.66
1152.HK,2024-09-01,Food Distribution,Consumer Defensive,168667008.0,0.026,0.02671,1.95,0.039,0.03,0.25,414741000.0,231254000.0,33890000.0,41763000.0,2023-12-31,-541.03,23.08
1157.HK,2024-09-01,Farm & Heavy Construction Machinery,Industrials,42079047680.0,2.169,0.07897,8.479167,4.07,3.74,6.6,130862389408.99,49996417695.98,4918262751.37,4582326871.69,2023-12-31,-62.16,8.11
1161.HK,2024-09-01,Personal Services,Consumer Cyclical,387631328.0,0.582,0.09437,6.0,0.84,0.82,1.6,1222760000.0,735448000.0,149000000.0,176612000.0,2023-09-30,-90.48,2.38
1164.HK,2024-09-01,Uranium,Energy,13383199744.0,0.15,0.050640002,25.833334,1.55,0.93,3.09,6750363000.0,1391228000.0,690932000.0,61469000.0,2023-12-31,-99.35,40.0
1171.HK,2024-09-01,Thermal Coal,Energy,157377314816.0,8.514,0.13088,5.06,10.12,9.21,15.615384,354278139000.0,123109069000.0,41502098000.0,38403016000.0,2023-12-31,-54.3,8.99
1177.HK,2024-09-01,Biotechnology,Healthcare,64585449472.0,0.724,0.14719,26.916668,3.23,2.29,3.89,63604819000.0,22606775000.0,5905143000.0,5785714000.0,2023-12-31,-20.43,29.1
1179.HK,2024-09-01,Lodging,Consumer Cyclical,104441962496.0,2.841,0.16336,19.21875,24.6,20.8,33.55,63532000000.0,17411000000.0,5734000000.0,4718000000.0,2023-12-31,-36.38,15.45
1180.HK,2024-09-01,Resorts & Casinos,Consumer Cyclical,1063508224.0,0.057,0.10371,5.0,0.85,0.8,1.3,522392000.0,149321000.0,80888000.0,63260000.0,2023-12-31,-52.94,5.88
1181.HK,2024-09-01,Restaurants,Consumer Cyclical,197599424.0,0.299,0.037130002,Infinity,0.255,0.249,0.59,805737000.0,388155000.0,59028000.0,140423000.0,2023-12-31,-131.37,2.35
1184.HK,2024-09-01,Electronics & Computer Distribution,Technology,3269375744.0,1.834,0.01731,5.4054055,4.0,3.05,4.25,7825902000.0,4872046000.0,802606000.0,914495000.0,2023-12-31,-6.25,23.75
1186.HK,2024-09-01,Engineering & Construction,Industrials,416862011392.0,11.107,0.02301,2.631579,5.0,4.06,5.89,1663019578000.0,998052441000.0,46287242000.0,57398458000.0,2023-12-31,-17.8,18.8
1193.HK,2024-09-01,Utilities—Regulated Gas,Utilities,99306930176.0,5.405,0.04892,11.637168,26.3,19.5,29.9,137871085000.0,51108934000.0,9849976000.0,7331883000.0,2023-12-31,-13.69,25.86
1196.HK,2024-09-01,Waste Management,Industrials,21493004288.0,0.095,-0.64234,106.8,5.34,5.01,6.09,20480929000.0,2065737000.0,1087000000.0,21392000.0,2023-12-31,-14.04,6.18
1199.HK,2024-09-01,Marine Shipping,Industrials,20701409280.0,0.273,0.21249,6.7246375,4.64,4.05,6.04,11931881000.0,1607305000.0,594761000.0,268181000.0,2023-12-31,-30.17,12.72
1203.HK,2024-09-01,Steel,Basic Materials,646679168.0,1.141,0.00635,8.142857,0.57,0.51,0.62,4789001000.0,1364809000.0,171411000.0,252201000.0,2023-12-31,-8.77,10.53
1204.HK,2024-09-01,Information Technology Services,Technology,1494108032.0,0.186,0.00627,313.00003,3.13,2.5,4.8,583403000.0,239326000.0,8258000.0,6366000.0,2023-12-31,-53.35,20.13
1205.HK,2024-09-01,Other Industrial Metals & Mining,Basic Materials,3202168064.0,0.155,0.0911,5.285714,0.37,0.32,0.56,11624391000.0,1358236000.0,834519000.0,732943000.0,2023-12-31,-51.35,13.51
1208.HK,2024-09-01,Copper,Basic Materials,28238321664.0,0.072,0.020350002,28.0,2.24,1.75,4.51,11900800000.0,2201200000.0,573500000.0,548300000.0,2023-12-31,-101.34,21.88
1209.HK,2024-09-01,Real Estate Services,Real Estate,47692554240.0,6.093,0.21556999,15.69697,25.9,20.45,37.35,27783482000.0,8339707000.0,4029326000.0,3555509000.0,2023-12-31,-44.21,21.04
1211.HK,2024-09-01,Auto Manufacturers,Consumer Cyclical,679177158656.0,24.851,0.05086,19.609756,241.2,167.8,260.8,679547670000.0,453666671000.0,39096242000.0,38412787000.0,2023-12-31,-8.13,30.43
1215.HK,2024-09-01,Lodging,Consumer Cyclical,692517184.0,0.079,-0.00816,Infinity,0.016,0.012,0.021,3668046000.0,1594944000.0,88852000.0,32017000.0,2023-12-31,-31.25,25.0
1231.HK,2024-09-01,Steel,Basic Materials,1341506048.0,0.003,0.00196,Infinity,0.335,0.265,0.64,109173000.0,78834000.0,3608000.0,3160000.0,2023-12-31,-91.04,20.9
1234.HK,2024-09-01,Apparel Manufacturing,Consumer Cyclical,5125233664.0,0.926,0.14786,8.469388,4.15,3.47,5.12,6502668000.0,1622723000.0,689691000.0,607109000.0,2023-12-31,-23.37,16.39
1235.HK,2024-09-01,Travel Services,Consumer Cyclical,1059260.0,0.167,0.05565,7.0,0.14,0.108,0.213,153225000.0,75754000.0,6681000.0,750000.0,2024-03-31,-52.14,22.86
1245.HK,2024-09-01,Resorts & Casinos,Consumer Cyclical,24597839872.0,10.701,0.01523,6.1,0.183,0.08,0.34,65760000000.0,14017000000.0,2794000000.0,2714000000.0,2024-03-31,-85.79,56.28
1250.HK,2024-09-01,Utilities—Renewable,Utilities,35444428800.0,2.249,0.06618,11.642857,1.63,1.42,3.35,54705772000.0,12021579000.0,2147794000.0,1706953000.0,2023-12-31,-105.52,12.88
1251.HK,2024-09-01,Oil & Gas Integrated,Energy,728848768.0,0.115,-0.029509999,17.1,0.171,0.166,0.28,2911207000.0,1509217000.0,49289000.0,93298000.0,2023-12-31,-63.74,2.92
1258.HK,2024-09-01,Copper,Basic Materials,21295841280.0,0.268,0.08245,9.4827585,5.5,4.3,9.07,3819513000.0,1140041000.0,591416000.0,670166000.0,2023-12-31,-64.91,21.82
1263.HK,2024-09-01,Computer Hardware,Technology,485641984.0,5.91,0.023629999,7.3278685,4.47,2.4,5.38,5295367000.0,2452102000.0,147442000.0,122237000.0,2023-12-31,-20.36,46.31
1268.HK,2024-09-01,Auto & Truck Dealerships,Consumer Cyclical,4594556928.0,2.172,0.00491,29.0,1.74,1.54,6.24,14220406000.0,4447374000.0,658530000.0,475720000.0,2023-12-31,-258.62,11.49
1270.HK,2024-09-01,Lodging,Consumer Cyclical,7473554944.0,0.05,1.04897,3.1333332,0.47,0.46,0.99,15835032000.0,6161418000.0,1412408000.0,480739000.0,2023-12-31,-110.64,2.13
1271.HK,2024-09-01,Engineering & Construction,Industrials,10106471424.0,0.132,0.56027,14.809524,3.11,2.53,4.66,9386245000.0,2123872000.0,435798000.0,45512000.0,2024-03-31,-49.84,18.65
1272.HK,2024-09-01,Waste Management,Industrials,5243651072.0,0.544,0.11264,3.4,0.68,0.55,3.2,18045122000.0,8739021000.0,793945000.0,801160000.0,2023-12-31,-370.59,19.12
1277.HK,2024-09-01,Thermal Coal,Energy,10193125376.0,0.073,0.44992,3.4411764,1.17,0.465,1.25,10937914000.0,2572076000.0,2542341000.0,2618508000.0,2023-12-31,-6.84,60.26
1278.HK,2024-09-01,Real Estate—Development,Real Estate,271119776.0,0.32,0.37028,3.0,0.06,0.053,0.1,7879365000.0,1038576000.0,292275000.0,10842000.0,2023-12-31,-66.67,11.67
1283.HK,2024-09-01,Engineering & Construction,Industrials,585342976.0,0.123,0.07369,16.199999,0.81,0.57,1.17,526174000.0,99229000.0,50522000.0,46458000.0,2024-03-31,-44.44,29.63
1284.HK,2024-09-01,Advertising Agencies,Communication Services,112748000.0,0.238,0.065749995,11.166667,0.335,0.225,0.62,288567000.0,36205000.0,22636000.0,45326000.0,2023-12-31,-85.07,32.84
1285.HK,2024-09-01,Packaged Foods,Consumer Defensive,911710016.0,0.699,0.03791,5.882353,1.0,1.0,1.61,2180792000.0,881142000.0,119318000.0,142290000.0,2023-12-31,-61.0,0.0
1286.HK,2024-09-01,Specialty Industrial Machinery,Industrials,5227581440.0,0.237,0.12741,6.032258,1.87,1.85,3.01,8300871000.0,1924267000.0,736128000.0,702557000.0,2023-12-31,-60.96,1.07
1302.HK,2024-09-01,Medical Devices,Healthcare,5312339456.0,0.255,0.20774001,23.5,1.41,1.34,2.63,4696364000.0,770136000.0,176303000.0,294458000.0,2023-12-31,-86.52,4.96
1303.HK,2024-09-01,Thermal Coal,Energy,725645760.0,0.13,0.07033,4.090909,0.45,0.24,0.66,1577790000.0,742163000.0,205183000.0,194006000.0,2023-12-31,-46.67,46.67
1305.HK,2024-09-01,Electronic Components,Technology,324807008.0,1.251,0.015800001,4.75,0.76,0.68,1.3,2398723000.0,1526446000.0,76743000.0,61849000.0,2023-12-31,-71.05,10.53
1308.HK,2024-09-01,Marine Shipping,Industrials,48403357696.0,0.192,0.23091999,10.916667,18.34,10.88,22.75,2652463000.0,503000000.0,572167000.0,490423000.0,2023-12-31,-24.05,40.68
1313.HK,2024-09-01,Building Materials,Basic Materials,28401549312.0,0.16,0.010620001,15.4,1.54,1.03,2.75,72792237000.0,10979935000.0,1449637000.0,987978000.0,2023-12-31,-78.57,33.12
1314.HK,2024-09-01,Restaurants,Consumer Cyclical,285370784.0,0.167,0.04097,7.0333333,0.211,0.162,0.26,890324000.0,242483000.0,45291000.0,16842000.0,2024-03-31,-23.22,23.22
1315.HK,2024-09-01,Engineering & Construction,Industrials,104228992.0,0.338,0.00621,2.02,0.101,0.088,0.27,679860000.0,469726000.0,48173000.0,39607000.0,2024-03-31,-167.33,12.87
1316.HK,2024-09-01,Auto Parts,Consumer Cyclical,6762985984.0,0.111,0.00439,137.5,2.75,2.34,5.49,3404593000.0,1089030000.0,65581000.0,63084000.0,2023-12-31,-99.64,14.91
1330.HK,2024-09-01,Waste Management,Industrials,15486960640.0,0.842,0.16063999,6.304348,2.9,2.18,3.08,22537265642.95,3991164536.87,1262000314.42,1305876446.11,2023-12-31,-6.21,24.83
1338.HK,2024-09-01,Household & Personal Products,Consumer Defensive,82303288.0,0.028,0.057340004,Infinity,0.046,0.038,0.062,230333000.0,74936000.0,14882000.0,11463000.0,2023-12-31,-34.78,17.39
1343.HK,2024-09-01,Engineering & Construction,Industrials,90736000.0,0.021,0.00319,Infinity,0.079,0.071,0.101,109317000.0,47291000.0,4119000.0,4961000.0,2023-12-31,-27.85,10.13
1345.HK,2024-09-01,Pharmaceutical Retailers,Healthcare,2401050368.0,0.124,0.09932999,16.153847,2.1,1.31,2.3,1530905000.0,442690000.0,182926000.0,180209000.0,2023-12-31,-9.52,37.62
1346.HK,2024-09-01,Apparel Manufacturing,Consumer Cyclical,502376640.0,0.03,0.06916,4.8235292,0.82,0.7,0.98,91030768.0,41792524.0,18865677.0,21492873.0,2022-12-31,-19.51,14.63
1347.HK,2024-09-01,Semiconductors,Technology,27775461376.0,3.742,0.04472,11.564626,17.0,13.8,25.65,10943420000.0,972387000.0,274076000.0,221923000.0,2023-12-31,-50.88,18.82
1349.HK,2024-09-01,Drug Manufacturers—Specialty & Generic,Healthcare,687549504.0,1.179,0.15035,15.250001,1.83,1.71,2.66,2876687507.0,505018842.0,100594309.0,129963672.0,2023-12-31,-45.36,6.56
1351.HK,2024-09-01,Advertising Agencies,Communication Services,147637488.0,0.256,0.010319999,8.666667,0.26,0.12,0.4,478682000.0,280193000.0,24218000.0,25423000.0,2023-12-31,-53.85,53.85
1354.HK,2024-09-01,Real Estate Services,Real Estate,787337024.0,3.912,0.05849,23.780487,19.5,5.3,19.98,649873000.0,510372000.0,63415000.0,65598000.0,2023-12-31,-2.46,72.82
1357.HK,2024-09-01,Internet Content & Information,Communication Services,9492390912.0,0.282,0.14859,23.699999,2.37,2.13,4.19,5767186000.0,1264418000.0,442874000.0,359931000.0,2023-12-31,-76.79,10.13
1358.HK,2024-09-01,Medical Instruments & Supplies,Healthcare,893755008.0,1.018,0.22691,9.909091,1.09,0.65,1.22,5152049000.0,149263000.0,231221000.0,162614000.0,2023-12-31,-11.93,40.37
1361.HK,2024-09-01,Footwear & Accessories,Consumer Cyclical,3037221632.0,2.425,0.113199994,6.3999996,3.52,3.16,4.85,13065250000.0,3088042000.0,1383549000.0,1315756000.0,2023-12-31,-37.78,10.23
1368.HK,2024-09-01,Apparel Retail,Consumer Cyclical,12597175296.0,1.522,0.074310005,11.042553,5.19,3.61,8.3,17325470000.0,5850642000.0,1628142000.0,1425334000.0,2023-12-31,-59.92,30.44
1373.HK,2024-09-01,Specialty Retail,Consumer Cyclical,987348480.0,0.592,0.037609998,8.214286,1.15,1.12,2.36,1742182000.0,570190000.0,145309000.0,129049000.0,2024-04-30,-105.22,2.61
1376.HK,2024-09-01,Consulting Services,Industrials,208807008.0,0.017,0.01539,22.400002,0.224,0.18,0.71,44223000.0,31072000.0,1531000.0,1512000.0,2023-12-31,-216.96,19.64
1378.HK,2024-09-01,Aluminum,Basic Materials,143645114368.0,3.958,0.12835,8.167939,10.7,5.17,13.56,200320085000.0,74029126000.0,19158402000.0,17679143000.0,2023-12-31,-26.73,51.68
1379.HK,2024-09-01,Real Estate Services,Real Estate,108776000.0,0.55,0.21643,5.162162,1.91,1.8,3.05,1130184000.0,84349000.0,34493000.0,55727000.0,2023-12-31,-59.69,5.76
1381.HK,2024-09-01,Waste Management,Industrials,22819012608.0,0.822,0.20245,10.512195,4.31,3.4,4.55,27075156000.0,4814978000.0,1816201000.0,1642141000.0,2023-12-31,-5.57,21.11
1382.HK,2024-09-01,Textile Manufacturing,Consumer Cyclical,2759835136.0,0.64,0.03582,12.833333,1.54,1.15,1.8,5565971000.0,2248121000.0,263086000.0,270814000.0,2024-03-31,-16.88,25.32
1385.HK,2024-09-01,Semiconductors,Technology,10525096960.0,1.12,0.17496,11.869565,10.92,8.7,19.34,8411350886.39,1879321133.22,779836825.94,909942535.43,2023-12-31,-77.11,20.33
1397.HK,2024-09-01,Waste Management,Industrials,454916000.0,0.111,0.02024,6.0909095,0.67,0.57,0.97,1011393000.0,575950000.0,76251000.0,76726000.0,2023-12-31,-44.78,14.93
1399.HK,2024-09-01,Electrical Equipment & Parts,Industrials,1410960256.0,0.123,0.00327,10.9,0.218,0.182,0.26,4870355000.0,3511093000.0,82258000.0,80744000.0,2023-12-31,-19.27,16.51
1401.HK,2024-09-01,Consumer Electronics,Technology,3587202304.0,0.03,0.01,86.5,3.46,1.4,4.48,3822154000.0,3438461000.0,75763000.0,64260000.0,2023-12-31,-29.48,59.54
1407.HK,2024-09-01,Utilities—Regulated Gas,Utilities,106079336.0,0.465,0.05365,7.142857,0.5,0.365,0.69,549287000.0,236263000.0,36730000.0,38923000.0,2023-12-31,-38.0,27.0
1410.HK,2024-09-01,Software—Infrastructure,Technology,239750128.0,0.101,0.047509998,7.7000003,0.231,0.185,1.25,907483000.0,498368000.0,35609000.0,6677000.0,2024-03-31,-441.13,19.91
1412.HK,2024-09-01,Paper & Paper Products,Basic Materials,494308000.0,0.439,0.088,6.555555,1.18,0.91,1.9,1090657000.0,239615000.0,98215000.0,81942000.0,2023-12-31,-61.02,22.88
1413.HK,2024-09-01,Engineering & Construction,Industrials,136672992.0,0.025,0.02792,6.55,0.131,0.12,0.375,381172000.0,106961000.0,22307000.0,20841000.0,2024-03-31,-186.26,8.4
1415.HK,2024-09-01,Electronic Components,Technology,19677112320.0,0.288,0.03901,58.846157,22.95,13.84,25.7,943296000.0,515820000.0,59677000.0,48092000.0,2023-12-31,-11.98,39.69
