Code,Name,IndustryName,Exchange,TotalShares
ThepSongHong,CTCP Thép Sông Hồng,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
ThepTanThuan,CTCP Thép Tân Thuận,"Sản xuất thiết bị, máy móc",OTC,0
ThepVanLoi,CTCP Thép Vạn Lợi,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
ThethaoHanoi,Công ty TNHH Nhà nước MTV Đầu tư - Phát triển Thể thao Hà Nội,Sản xuất các sản phẩm nhựa và cao su,OTC,0
ThienHoa,CTCP Đầu tư Tài chính Thiên Hóa,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,20000000
ThienHuong,CTCP Thực phẩm Thiên Hương,Sản xuất thực phẩm,OTC,0
ThienKim,CTCP Thương mại Dịch vụ Du lịch Thiên Kim,Bán buôn hàng tiêu dùng,OTC,0
ThienVietAudit,Công ty TNHH Kiểm toán và Tư vấn Thiên Việt,Dịch vụ pháp lý,Khác,0
ThietBiThuyLoi,CTCP Thiết bị Thủy Lợi,"Sản xuất thiết bị, máy móc",OTC,2017060
Thikeco,CTCP Tư vấn Đầu tư Phát triển và Xây dựng Thikeco,"Xây dựng nhà cửa, cao ốc",OTC,0
ThinhLiet,CTCP Đầu tư và Bê tông Thịnh Liệt,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
ThongTinEIS,CTCP Công nghệ Thông tin EIS,Viễn thông,OTC,0
ThuDo,Công ty TNHH Kiểm toán Tư vấn Thủ Đô,Dịch vụ pháp lý,Khác,0
ThuThiemDIC,CTCP Đầu tư Phát triển Thủ Thiêm,"Xây dựng nhà cửa, cao ốc",OTC,0
ThuanAn,CTCP Thương mại Tổng hợp Thuận An,"Chợ, đại lý và môi giới bán buôn điện tử",OTC,0
ThuyLoiDienBien,Công ty TNHH Xây dựng Và Dịch vụ Thủy lợi Tỉnh Điện Biên,Hoạt động hỗ trợ cho nông lâm nghiệp,Khác,0
ThuySanKienGiang,CTCP Khai thác Thủy sản Kiên Giang,Sản xuất các sản phẩm gỗ,OTC,0
ThuychungAudit,Công ty TNHH Kiểm toán Thuỷ Chung,Dịch vụ pháp lý,Khác,0
Tico,CTCP TICO,"Sản xuất hóa chất, dược phẩm",OTC,0
TinHieu,CTCP Viễn Thông - Tín Hiệu Đường sắt,Vận tải trung chuyển và vận tải hành khách bằng đường bộ,OTC,0
TinHoang,CTCP khoáng Sản Tín Hoằng,"Xây dựng nhà cửa, cao ốc",OTC,11016286
TinNghiaBank,Ngân hàng TMCP Việt Nam Tín Nghĩa,Trung gian tín dụng và các hoạt động liên quan,Khác,458800000
TinNghiaPetro,CTCP Xăng dầu Tín Nghĩa,Bán buôn hàng tiêu dùng,OTC,21343760
Titco,CTCP Sản xuất và Thương mại Hàng Xuất khẩu Tân Bình,"Sản xuất sợi, vải",OTC,1245150
ToanCau,CTCP Bảo hiểm Toàn cầu,Bảo hiểm và các hoạt động liên quan,OTC,0
ToanThinhPhat,CTCP Đầu tư - Kiến trúc - Xây dựng Toàn Thịnh Phát,"Xây dựng nhà cửa, cao ốc",OTC,30000000
Todimax,CTCP Điện máy Thành phố Hồ Chí Minh,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,0
TonDongA,CTCP Tôn Đông Á,Sản xuất các sản phẩm kim loại cơ bản,OTC,0
TourismHCM,CTCP Du lịch Việt Nam Thành phố Hồ Chí Minh,Hỗ trợ vận tải,OTC,0
TraBac,CTCP Trà Bắc,Sản xuất sản phẩm khoáng chất phi kim,OTC,3284988
Tracomeco,CTCP Cơ khí - Xây dựng Giao thông,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,OTC,0
TranPhu,CTCP Cơ điện Trần Phú,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,OTC,0
TrangAn,CTCP Tràng An,Sản xuất thực phẩm,OTC,0
TriThucDoanhNghiep,CTCP Tri thức Doanh nghiệp Quốc tế,Dịch vụ giáo dục,OTC,0
TriThucViet,Công ty TNHH Tri Thức Việt,Dịch vụ pháp lý,Khác,0
TriTue,Công ty Hợp danh Kiểm toán Trí tuệ,Dịch vụ pháp lý,Khác,0
TrieuAn,CTCP Bệnh viện Đa khoa tư nhân Triều An,Trợ giúp xã hội,OTC,49000000
TrungNguyenInvest,CTCP Đầu tư Trung Nguyên,Chăn nuôi,OTC,0
TrungTinDuc,Công ty TNHH Tư vấn - Kiểm toán Trung Tín Đức,Dịch vụ pháp lý,Khác,0
TruongSon,CTCP Trường Sơn Hà Nội,"Sản xuất hóa chất, dược phẩm",OTC,0
TruongSonJSC,CTCP Trường Sơn,"Ngư nghiệp, săn bắt ",OTC,3500000
TruongThanhAudit,Công ty TNHH Kiểm toán Trường Thành,Dịch vụ pháp lý,Khác,0
TruongThinhICC,Công ty TNHH MTV Đầu tư Xây dựng Trường Thịnh,"Xây dựng nhà cửa, cao ốc",Khác,0
TuvanAPEC,Công ty TNHH Kiểm toán và Tư vấn APEC,Dịch vụ pháp lý,Khác,0
TuyPhuoc,CTCP Xây lắp Điện Tuy Phước,"Xây dựng nhà cửa, cao ốc",OTC,0
UAMC,CTCP Cơ khí Ôtô Uông Bí,"Sản xuất thiết bị, máy móc",OTC,0
UCT,CTCP Đô thị Cần Thơ,"Nước, chất thải và các hệ thống khác",UPCoM,5344345
UDC,CTCP Xây dựng và Phát triển Đô thị Tỉnh Bà Rịa Vũng Tàu,"Xây dựng nhà cửa, cao ốc",HOSE,35000000
UDJ,CTCP Phát triển Đô thị,"Xây dựng nhà cửa, cao ốc",UPCoM,16500000
UDL,CTCP Đô thị và Môi trường Đắk Lắk,Dịch vụ hành chính và hỗ trợ,UPCoM,6620000
UEM,CTCP Cơ điện Uông Bí - Vinacomin,"Sản xuất trang thiết bị, dụng cụ điện",UPCoM,2438100
UHY,Công ty TNHH Dịch vụ Kiểm toán và Tư vấn UHY,Dịch vụ pháp lý,Khác,0
UIAudit,Công ty TNHH Kiểm toán U&I,Dịch vụ pháp lý,Khác,0
UIC,CTCP Đầu tư Phát triển Nhà và Đô thị IDICO,"Phát, truyền tải và phân phối điện năng",HOSE,8000000
UICVN,Công ty Bảo hiểm Liên Hiệp,Bảo hiểm và các hoạt động liên quan,Khác,0
UMC,CTCP Công trình Đô thị Nam Định,Dịch vụ hành chính và hỗ trợ,UPCoM,1841617
UNI,CTCP Viễn Liên,Bán buôn hàng lâu bền,HNX,15617632
UNISTARS,Công ty TNHH Kiểm toán Quốc tế UNISTARS,Dịch vụ pháp lý,Khác,0
UPC,CTCP Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,3400000
UPH,CTCP Dược phẩm TW 25,"Sản xuất hóa chất, dược phẩm",UPCoM,13294641
USC,CTCP Khảo sát và Xây dựng -USCO,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,5500000
USCInterco,CTCP Tư vấn Đầu tư Quốc tế và Dịch vụ Thương mại USC,Bất động sản ,Khác,0
USD,CTCP Công trình Đô thị Sóc Trăng,Dịch vụ quản lý và tái chế chất thải,UPCoM,5600000
UXC,CTCP Chế biến Thủy sản Út Xi,Sản xuất thực phẩm,OTC,19500000
UniCap,CTCP Quản lý Quỹ Hợp Lực,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
Unicons,Công ty TNHH Đầu tư Xây dựng Unicons,"Xây dựng nhà cửa, cao ốc",Khác,0
UnimexHanoi,Công ty TNHH MTV Xuất nhập khẩu và Đầu tư Hà Nội,Bán buôn hàng lâu bền,Khác,0
Upexim,CTCP Sản xuất - Xuất nhập khẩu Lâm sản và Hàng tiểu thủ Công nghiệp,Bán buôn hàng tiêu dùng,OTC,4000000
V11,CTCP Xây dựng Số 11,"Xây dựng nhà cửa, cao ốc",UPCoM,8399889
V12,CTCP Xây dựng Số 12,"Xây dựng nhà cửa, cao ốc",HNX,5818000
V15,CTCP Xây dựng Số 15,Xây dựng công nghiệp nặng và dân dụng,UPCoM,10000000
V21,CTCP Vinaconex 21,"Xây dựng nhà cửa, cao ốc",HNX,11999789
V45,CTCP Đầu Tư và Xây dựng Số 45,"Xây dựng nhà cửa, cao ốc",OTC,7970000
VAAC,Công ty TNHH Kiểm toán và Kế toán Việt Nam,Dịch vụ pháp lý,Khác,0
VAC,Công ty TNHH Kiểm toán Vũng Tàu,Dịch vụ pháp lý,Khác,0
VACA,Công ty TNHH Tư vấn Kiểm toán Vạn An,Dịch vụ pháp lý,Khác,0
VACO,Công ty TNHH Kiểm toán VACO,Dịch vụ pháp lý,Khác,0
VACPA,Công ty TNHH Kiểm toán và Kế toán Độc lập Việt Nam,Dịch vụ pháp lý,Khác,0
VAE,Công ty TNHH Kiểm toán và Định giá VN,Dịch vụ pháp lý,Khác,0
VAF,CTCP Phân lân Nung chảy Văn Điển,"Sản xuất hóa chất, dược phẩm",HOSE,37665348
VAMVN,CTCP Quản lý Quỹ Vam Việt Nam,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
VASC,CTCP Giáo dục Quốc tế Việt Úc,Dịch vụ giáo dục,OTC,8200000
VASS,CTCP Bảo hiểm Viễn Đông,Bảo hiểm và các hoạt động liên quan,OTC,0
VAT,CTCP Viễn thông Vạn Xuân,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",HNX,4612953
VAV,CTCP VIWACO,"Nước, chất thải và các hệ thống khác",UPCoM,16000000
VBB,Ngân hàng TMCP Việt Nam Thương Tín,Trung gian tín dụng và các hoạt động liên quan,UPCoM,419019904
VBC,CTCP Nhựa - Bao bì Vinh,Sản xuất giấy,HNX,7499972
VBG,CTCP Địa chất Việt Bắc - TKV,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,8600000
VBH,CTCP Điện tử Bình Hòa,"Sản xuất các sản phẩm điện tử, vi tính",UPCoM,2900000
VBI,Công ty TNHH MTV Bảo hiểm Ngân hàng TMCP Công thương Việt Nam ,Bảo hiểm và các hoạt động liên quan,Khác,0
VBSP,Ngân hàng Chính sách xã hội Việt Nam,Trung gian tín dụng và các hoạt động liên quan,Khác,0
VC1,CTCP Xây dựng Số 1,"Xây dựng nhà cửa, cao ốc",HNX,12000000
VC2,CTCP Đầu tư và Xây dựng Vina2,"Xây dựng nhà cửa, cao ốc",HNX,15000000
VC3,CTCP Tập đoàn Nam Mê Kông,Phát triển bất động sản,HNX,61015642
VC5,CTCP Xây dựng Số 5,"Xây dựng nhà cửa, cao ốc",UPCoM,5000000
VC6,CTCP Xây dựng và Đầu tư Visicons,"Xây dựng nhà cửa, cao ốc",HNX,8000000
VC7,CTCP Xây dựng Số 7,Phát triển bất động sản,HNX,24022953
VC9,CTCP Xây dựng Số 9,"Xây dựng nhà cửa, cao ốc",HNX,12000000
VCA,CTCP Thép VICASA - VNSTEEL,Sản xuất các sản phẩm kim loại cơ bản,HOSE,15187322
VCAMBF,Quỹ đầu tư Cân bằng Bản Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
VCB,Ngân hàng TMCP Ngoại thương Việt Nam,Trung gian tín dụng và các hoạt động liên quan,HOSE,3708877448
VCBF,Công ty Liên doanh Quản lý Quỹ đầu tư Chứng khoán Vietcombank,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,0
VCBS,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,70000000
VCC,CTCP Vinaconex 25,"Xây dựng nhà cửa, cao ốc",HNX,12000000
VCE,CTCP Xây lắp Môi trường,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),UPCoM,5000000
VCF,CTCP Vinacafé Biên Hòa,Sản xuất đồ uống và thuốc lá,HOSE,26579135
VCFC,Công ty Tài chính TNHH MTV Lotte Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,60000000
VCG,Tổng Công ty cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Nhà thầu chuyên môn,HOSE,441710673
VCH,CTCP Đầu tư Xây dựng và Phát triển Hạ tầng Vinaconex,Xây dựng công nghiệp nặng và dân dụng,OTC,0
VCHF,Quỹ Thành viên Y tế Bản Việt,Dịch vụ chăm sóc sức khỏe ngoại trú,Khác,0
VCI,CTCP Chứng khoán Bản Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HOSE,165600000
VCM,CTCP Nhân lực và Thương mại Vinaconex,Dịch vụ hành chính và hỗ trợ,HNX,3000000
VCN,CTCP Đầu tư VCN,"Xây dựng nhà cửa, cao ốc",OTC,6000000
VCP,CTCP Tư Xây dựng và Phát triển Năng Lượng VCP,"Phát, truyền tải và phân phối điện năng",UPCoM,56999993
VCPA,Công ty TNHH Kiểm toán Việt Tin,Dịch vụ pháp lý,Khác,0
VCR,CTCP Đầu tư và Phát triển Du lịch Vinaconex,Phát triển bất động sản,UPCoM,180000000
VCS,CTCP Vicostone,Sản xuất sản phẩm khoáng chất phi kim,HNX,160000000
VCT,CTCP Tư vấn Xây dựng Vinaconex,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,1100000
VCTN,CTCP Tập đoàn Vật liệu Chịu Lửa Thái Nguyên,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
VCV,CTCP Vận tải Vinaconex,Vận tải đường thủy,OTC,11007183
VCW,CTCP Đầu tư Nước sạch Sông Đà,"Nước, chất thải và các hệ thống khác",UPCoM,75000000
VCX,CTCP Xi măng Yên Bình,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,26530000
VDAC,Công ty TNHH Kiểm toán Tư vấn Rồng Việt,Dịch vụ pháp lý,Khác,0
VDAHauGiang,CTCP Thương mại - Dịch vụ VDA Hậu Giang,Bán buôn hàng tiêu dùng,Khác,0
VDB,CTCP Vận tải và Chế biến Than Đông Bắc,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),UPCoM,6629999
VDBank,Ngân hàng Phát triển Việt Nam,Trung gian tín dụng và các hoạt động liên quan,Khác,0
VDL,CTCP Thực phẩm Lâm Đồng,Sản xuất đồ uống và thuốc lá,HNX,14657150
VDM,Viện Dệt May,"Các dịch vụ chuyên môn, khoa học và kỹ thuật khác",UPCoM,5000000
VDN,CTCP Vinatex Đà Nẵng,Sản xuất các sản phẩm may mặc,UPCoM,2993910
VDP,CTCP Dược phẩm Trung ương VIDIPHA,"Sản xuất hóa chất, dược phẩm",HOSE,16082904
VDS,CTCP Chứng khoán Rồng Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HOSE,100099906
VDSE,CTCP Chứng khoán Viễn Đông,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
VDT,CTCP Lưới thép Bình Tây,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,1965440
VE1,CTCP Xây dựng Điện VNECO 1,Xây dựng công nghiệp nặng và dân dụng,HNX,6000000
VE2,CTCP Xây dựng Điện VNECO 2,Xây dựng công nghiệp nặng và dân dụng,HNX,2158880
VE3,CTCP Xây dựng Điện VNECO 3,Xây dựng công nghiệp nặng và dân dụng,HNX,1319710
VE4,CTCP Xây dựng Điện VNECO4,Xây dựng công nghiệp nặng và dân dụng,HNX,1028000
VE8,CTCP Xây dựng Điện VNECO 8,Xây dựng công nghiệp nặng và dân dụng,HNX,1800000
VE9,CTCP Đầu tư và Xây dựng VNECO 9,Xây dựng công nghiệp nặng và dân dụng,UPCoM,12523613
VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam – CTCP,"Sản xuất thiết bị, máy móc",UPCoM,1328800000
VEC,Tổng Công ty cổ phần Điện tử và Tin học Việt Nam,"Sản xuất trang thiết bị, dụng cụ điện",UPCoM,43800000
VEE,CTCP Thiết bị Điện Cẩm Phả,"Sản xuất thiết bị, máy móc",OTC,10185820
VEF,CTCP Trung tâm Hội chợ Triển lãm Việt Nam,Dịch vụ hành chính và hỗ trợ,UPCoM,166604050
VEOF,Quỹ đầu tư Cổ phiếu Hưng thịnh Vinawealth,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
VES,CTCP Đầu tư và Xây dựng Điện Mêca Vneco,Bất động sản ,UPCoM,9007500
VET,CTCP Thuốc thú y Trung ương Navetco,"Sản xuất hóa chất, dược phẩm",UPCoM,16000000
VF2,Quỹ đầu tư Tăng trưởng Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0
VFAAudit,Công ty TNHH Kiểm toán VFA,Dịch vụ pháp lý,Khác,0
VFC,CTCP Vinafco,Hỗ trợ vận tải,UPCoM,34000000
VFG,CTCP Khử trùng Việt Nam,Bán buôn hàng tiêu dùng,HOSE,32088864
VFMVF1,Quỹ đầu tư Chứng khoán Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,100000000
VFMVF4,Quỹ đầu tư Doanh nghiệp hàng đầu Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,80646000
VFMVFA,Quỹ đầu tư Năng Động Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,24043760
VFR,CTCP Vận tải và Thuê tàu,Hỗ trợ vận tải,UPCoM,15000000
VFS,CTCP Chứng khoán Nhất Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",UPCoM,41000000
VGC,Tổng Công ty Viglacera - CTCP,"Kinh doanh vật liệu xây dựng, trang thiết bị làm vườn",HOSE,448350000
VGG,Tổng Công ty cổ phần May Việt Tiến,Sản xuất các sản phẩm may mặc,UPCoM,44100000
VGI,Tổng Công ty cổ phần Đầu tư Quốc tế Viettel,Viễn thông,UPCoM,3043811200
VGL,CTCP Mạ Kẽm Công Nghiệp Vingal - Vnsteel,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,9325155
VGP,CTCP Cảng Rau Quả,Hỗ trợ vận tải,HNX,8214692
VGR,CTCP Cảng Xanh Vip,Hỗ trợ vận tải,UPCoM,63250000
VGS,CTCP Ống thép Việt Đức VG PIPE,Sản xuất các sản phẩm kim loại cơ bản,HNX,42111589
VGT,Tập đoàn Dệt May Việt Nam,Sản xuất các sản phẩm may mặc,UPCoM,500000000
VGV,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,35774448
VHC,CTCP Vĩnh Hoàn,Sản xuất thực phẩm,HOSE,183376956
VHD,CTCP Đầu tư Phát triển Nhà và Đô Thị Vinaconex,Phát triển bất động sản,UPCoM,7000000
VHE,CTCP Dược liệu và Thực phẩm Việt Nam,Sản xuất thực phẩm,HNX,15840000
VHF,CTCP Xây dựng và Chế biến Lương thực Vĩnh Hà,Sản xuất thực phẩm,UPCoM,21500000
VHG,CTCP Đầu tư Cao su Quảng Nam,"Sản xuất hóa chất, dược phẩm",UPCoM,150000000
VHH,CTCP Đầu tư Kinh doanh Nhà Thành Đạt,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,7500000
VHI,CTCP Kinh doanh và Đầu tư Việt Hà,Bán buôn hàng tiêu dùng,UPCoM,76900000
VHL,CTCP Viglacera Hạ Long,Sản xuất sản phẩm khoáng chất phi kim,HNX,25000000
VHM,CTCP Vinhomes,Phát triển bất động sản,HOSE,3349513918
VIA,CTCP  Vian,Sản xuất thực phẩm,OTC,1200000
VIAAudit,Công ty TNHH Kiểm toán Quốc gia VIA,Dịch vụ pháp lý,Khác,0
VIAVietNam,Công ty Liên doanh Bảo hiểm Quốc tế Việt Nam,Bảo hiểm và các hoạt động liên quan,Khác,0
VIB,Ngân hàng TMCP Quốc tế Việt Nam,Trung gian tín dụng và các hoạt động liên quan,HOSE,1109387852
VIC,Tập đoàn VINGROUP - CTCP,Phát triển bất động sản,HOSE,3382430590
VICOSA,CTCP Đại lý Hàng hải - Vinacomin,Vận tải đường thủy,OTC,0
VID,CTCP Đầu tư Phát triển Thương mại Viễn Đông,Bán buôn hàng tiêu dùng,HOSE,30880070
VIDBank,Ngân hàng TNHH MTV Public Việt Nam,Trung gian tín dụng và các hoạt động liên quan,Khác,0
VIDOCO,CTCP Thiết kế Xây lắp Viễn Đông,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",OTC,4000000
VIE,CTCP Công nghệ Viễn thông VITECO,Viễn thông,HNX,2061244
VIETCPA,Công ty TNHH Kiểm toán Việt,Dịch vụ pháp lý,Khác,0
VIETTRANS6,CTCP Vận tải Đa Phương Thức 6,Hỗ trợ vận tải,OTC,1340022
VIF,Tổng Công ty Lâm nghiệp Việt Nam - CTCP,Trồng rừng và khai thác gỗ,HNX,350000000
VIFON,CTCP Kỹ thuật Thực phẩm Việt Nam,Hoạt động hỗ trợ cho nông lâm nghiệp,OTC,0
VIG,CTCP Chứng khoán Thương mại và Công nghiệp Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HNX,34133300
VIGECAM,Tổng Công ty Vật tư Nông nghiệp - Công ty TNHH MTV,Chăn nuôi,Khác,22000000
VIH,CTCP Viglacera Hà Nội,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,5600000
VIHAAC,Công ty TNHH Tư vấn và Kiểm toán VIHA,Dịch vụ pháp lý,Khác,0
VIKOR,CTCP Tôn Vikor,Chăn nuôi,OTC,0
VILACONA,CTCP Đầu tư Hợp tác Kinh tế Việt Lào,Bán buôn hàng tiêu dùng,OTC,2069000
VIM,CTCP Khoáng sản Viglacera,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),UPCoM,1250000
VIN,CTCP Giao nhận Kho vận Ngoại Thương Việt Nam,Hỗ trợ vận tải,UPCoM,25500000
VINACAFE,CTCP Vinacafe Miền Bắc,Chăn nuôi,OTC,0
VINACCO,Tổng Công ty Xây dựng Nông nghiệp và Phát triển Nông thôn - CT TNHH MTV,Chăn nuôi,Khác,0
