Code,Name,IndustryName,Exchange,TotalShares
EPC,CTCP Cà phê Ea Pốk,Sản xuất thực phẩm,UPCoM,9388500
EPH,CTCP Dịch vụ Xuất bản Giáo dục Hà Nội,Công nghiệp xuất bản - Ngoại trừ internet,UPCoM,2500000
ETCC,CTCP Cáp và Thiết bị Viễn Thông,"Sản xuất các sản phẩm điện tử, vi tính",OTC,0
EVE,CTCP Everpia,Sản xuất các sản phẩm may mặc,HOSE,41979773
EVF,Công ty Tài chính Cổ phần Điện lực,Trung gian tín dụng và các hoạt động liên quan,UPCoM,264981265
EVG,CTCP Tập đoàn EverLand,Phát triển bất động sản,HOSE,60000000
EVN,Tập đoàn Điện lực Việt Nam,"Phát, truyền tải và phân phối điện năng",Khác,0
EVS,CTCP Chứng khoán Everest,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HNX,60000400
EasternAudit,Công ty TNHH Kiểm toán Phương Đông,Dịch vụ pháp lý,Khác,0
Eden,CTCP Ê Đen,Bất động sản ,OTC,0
ErnstYoung,Công ty TNHH Ernst & Young Việt Nam,Dịch vụ pháp lý,Khác,0
Eurowindow,CTCP Cửa sổ Nhựa Châu Âu,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,OTC,76500000
Eximland,CTCP Bất động sản Exim,"Xây dựng nhà cửa, cao ốc",OTC,0
FAC,Công ty TNHH Kiểm toán FAC,Dịch vụ pháp lý,Khác,0
FACOM,Công ty TNHH Kiểm toán và Tư vấn Tài chính Việt Nam,Dịch vụ pháp lý,Khác,0
FADACO,Công ty TNHH Kiểm toán và Tư vấn Đầu tư Tài chính Châu Á,Dịch vụ pháp lý,Khác,0
FBA,CTCP Tập đoàn Quốc tế FBA,Bán buôn hàng lâu bền,UPCoM,3414900
FBC,CTCP Cơ khí Phổ Yên,Sản xuất phương tiện vận tải,UPCoM,3700000
FBT,CTCP Xuất nhập khẩu Lâm Thủy sản Bến Tre,Sản xuất thực phẩm,OTC,15000000
FCB,Ngân hàng TMCP Đệ Nhất,Trung gian tín dụng và các hoạt động liên quan,OTC,300000000
FCC,CTCP Liên hợp Thực phẩm,Sản xuất thực phẩm,UPCoM,5997040
FCM,CTCP Khoáng sản FECON,Sản xuất sản phẩm khoáng chất phi kim,HOSE,41000000
FCN,CTCP FECON,Nhà thầu chuyên môn,HOSE,125439005
FCS,CTCP Lương thực Thành phố Hồ Chí Minh,Sản xuất thực phẩm,UPCoM,29450000
FDC,CTCP Ngoại thương và  Phát triển Đầu tư Thành phố Hồ Chí Minh,Bất động sản ,HOSE,38629988
FDG,CTCP Docimexco,Bán buôn hàng tiêu dùng,UPCoM,13200000
FDT,CTCP FIDITOUR,Dịch vụ hành chính và hỗ trợ,OTC,3054500
FECREDIT,Công ty Tài chính TNHH MTV Ngân hàng Việt Nam Thịnh Vượng,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0
FENB,Ngân hàng Far East National Bank Chi nhánh Thành phố Hồ Chí Minh,Trung gian tín dụng và các hoạt động liên quan,Khác,0
FGL,CTCP Cà phê Gia Lai,Trồng trọt,UPCoM,14676300
FHH,CTCP Đầu tư Kinh doanh Phát triển Bất Động Sản FLCHOMES,Bất động sản ,OTC,0
FHN,CTCP Xuất nhập khẩu Lương thực Thực phẩm Hà Nội,Sản xuất thực phẩm,UPCoM,3000000
FHS,CTCP Phát hành Sách Thành phố Hồ Chí Minh,"Cửa hàng đồ dùng thể thao, đồ cổ, sách và âm nhạc",UPCoM,9108277
FIC,Tổng Công ty Vật liệu Xây dựng số 1 - CTCP,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,127000000
FID,CTCP Đầu tư và Phát triển Doanh nghiệp Việt Nam,Bán buôn hàng lâu bền,HNX,21999998
FIR,CTCP Địa ốc First Real,Phát triển bất động sản,HOSE,27039864
FIS,CTCP Hệ thống Thông tin FPT,Thiết kế hệ thống máy tính và dịch vụ liên quan,OTC,44662295
FIT,CTCP Tập đoàn F.I.T,"Sản xuất hóa chất, dược phẩm",HOSE,254730247
FLC,CTCP Tập đoàn FLC,Phát triển bất động sản,HOSE,709997807
FMC,CTCP Thực phẩm Sao Ta,Sản xuất thực phẩm,HOSE,49044000
FOC,CTCP Dịch vụ Trực tuyến FPT,Viễn thông,UPCoM,18471275
FOX,CTCP Viễn thông FPT,Viễn thông,UPCoM,273646461
FPC,CTCP Full Power,"Xây dựng nhà cửa, cao ốc",OTC,13106292
FPT,CTCP FPT,Công nghiệp xuất bản - Ngoại trừ internet,HOSE,783987486
FPTCapital,CTCP Quản lý Quỹ  Đầu tư FPT,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
FPTTrading,CTCP Thương mại FPT,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,30000000
FRC,CTCP Lâm đặc sản Xuất khẩu Quảng Nam,Sản xuất các sản phẩm gỗ,UPCoM,3000000
FRM,CTCP Lâm Nghiệp Sài Gòn,Trồng rừng và khai thác gỗ,UPCoM,11700000
FRT,CTCP Bán lẻ Kỹ thuật số FPT,Cửa hàng thiết bị điện tử gia đình,HOSE,78981792
FSO,CTCP Cơ khí đóng tàu Thủy sản Việt Nam,Sản xuất phương tiện vận tải,UPCoM,5624966
FSS,CTCP Giải pháp Phần mềm Tài chính,Quản trị doanh nghiệp,OTC,0
FT1,CTCP Phụ tùng Máy số 1,"Sản xuất thiết bị, máy móc",UPCoM,7079853
FTI,CTCP Công nghiệp - Thương mại Hữu Nghị,Bất động sản ,UPCoM,3943710
FTM,CTCP Đầu tư và Phát triển Đức Quân,"Sản xuất sợi, vải",HOSE,50000000
FTS,CTCP Chứng khoán FPT,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HOSE,132267349
FTV,CTCP Công nghiệp Ngũ kim Fortress Việt Nam,"Sản xuất thiết bị, máy móc",OTC,0
FUCTVGF1,Quỹ đầu tư Tăng trưởng TVAM,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",HOSE,15000000
FUCTVGF2,Quỹ Đầu tư tăng trưởng Thiên Việt 2,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",HOSE,17000000
FUCVREIT,Quỹ đầu tư Bất động sản Techcom Việt Nam,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",HOSE,5000000
FUEMAV30,Chứng chỉ Quỹ ETF MAFM VN30,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",HOSE,30500000
FUESSV30,Quỹ ETF SSIAM VN30,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",HOSE,5200000
FUESSV50,Quỹ ETF SSIAM VNX50,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",HOSE,13500000
FUESSVFL,Quỹ ETF SSIAM VNFIN LEAD,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",HOSE,121500000
FUEVFVND,Quỹ ETF VFMVN DIAMOND,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",HOSE,489700000
FUEVN100,Quỹ ETF VINACAPITALVN100,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",HOSE,6000000
Falcon,CTCP Vận tải Dầu khí Việt Nam,Vận tải đường thủy,OTC,0
FanansaFund,Công ty Quản lý Quỹ Finansa,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,0
Foodinco,Tổng Công ty cổ phần Đầu tư và Xuất nhập khẩu Foodinco,Bán buôn hàng tiêu dùng,OTC,0
Formach,CTCP Formach ,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,OTC,0
FritHue,CTCP Frit Huế,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
Fullhouse,Công ty TNHH Nhà nước MTV Đầu tư và Du lịch Huế,Dịch vụ hành chính và hỗ trợ,Khác,0
G20,CTCP Đầu tư Dệt may Vĩnh Phúc,"Sản xuất sợi, vải",UPCoM,14400000
G36,Tổng Công ty 36 - CTCP,Xây dựng công nghiệp nặng và dân dụng,UPCoM,96563749
GAB,CTCP Đầu tư Khai Khoáng và Quản lý Tài sản FLC,Sản xuất sản phẩm khoáng chất phi kim,HOSE,13800000
GAFC,Công ty TNHH Kiểm toán và Tư vấn Tài chính Toàn cầu,Dịch vụ pháp lý,Khác,0
GANGTHEPLAOCAI,CTCP Đầu tư Gang thép Lào Cai - Vimico,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
GAS,Tổng Công ty Khí Việt Nam - CTCP,Phân phối khí đốt thiên nhiên,HOSE,1913950000
GBS,CTCP Chứng khoán Golden Bridge Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,13500000
GCB,CTCP Petec Bình Định,Trạm xăng,UPCoM,4039147
GCC,CTCP Văn hóa Tổng hợp Bến Thành,Công nghiệp xuất bản - Ngoại trừ internet,OTC,3300000
GDC,CTCP Xuất nhập khẩu Gia Định,Sản xuất thực phẩm,OTC,0
GDT,CTCP Chế biến Gỗ Đức Thành,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,HOSE,17136968
GDW,CTCP Cấp nước Gia Định,"Nước, chất thải và các hệ thống khác",HNX,9500000
GEC,CTCP Cơ khí Gang Thép,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,OTC,0
GEG,CTCP Điện Gia Lai,"Phát, truyền tải và phân phối điện năng",HOSE,271175188
GENIMEX,CTCP Lâm sản và Xuất nhập khẩu Tổng hợp Bình Dương,Trồng rừng và khai thác gỗ,Khác,0
GER,CTCP Thể thao Ngôi sao Geru,Sản xuất các sản phẩm nhựa và cao su,UPCoM,2200000
GEX,Tổng Công ty cổ phần Thiết bị Điện Việt Nam,"Sản xuất trang thiết bị, dụng cụ điện",HOSE,488244000
GFC,CTCP Sản xuất Thương mại Dịch vụ GFC,Bán buôn hàng tiêu dùng,OTC,0
GGG,CTCP Ô tô Giải Phóng,Sản xuất phương tiện vận tải,UPCoM,9635456
GGS,CTCP Giống gia súc Hà Nội,Chăn nuôi,OTC,11010000
GHA,CTCP Hapaco Hải Âu,Sản xuất giấy,Khác,2616960
GHC,CTCP Thủy điện Gia Lai,"Phát, truyền tải và phân phối điện năng",UPCoM,31775000
GIC,CTCP Đầu tư Dịch vụ và Phát triển Xanh,Hỗ trợ vận tải,HNX,12120000
GID,CTCP Dệt may Gia Định,"Sản xuất sợi, vải",OTC,0
GIL,CTCP Sản xuất Kinh doanh và Xuất nhập khẩu Bình Thạnh,Sản xuất các sản phẩm may mặc,HOSE,36000000
GKM,CTCP Khang Minh Group,Sản xuất sản phẩm khoáng chất phi kim,HNX,14883709
GLC,CTCP Vàng Lào Cai,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),UPCoM,10500000
GLS,CTCP Chứng khoán Sen Vàng,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,13500000
GLT,CTCP Kỹ thuật Điện Toàn cầu,Viễn thông,HNX,9236446
GLW,CTCP Cấp thoát nước Gia Lai,"Nước, chất thải và các hệ thống khác",UPCoM,18000000
GMA,CTCP Enteco Việt Nam,Bán buôn hàng lâu bền,HNX,6000000
GMC,CTCP Garmex Sài Gòn,Sản xuất các sản phẩm may mặc,HOSE,30005280
GMD,CTCP Gemadept,Hỗ trợ vận tải,HOSE,301377957
GMX,CTCP Gạch ngói Gốm Xây dựng Mỹ Xuân,Sản xuất sản phẩm khoáng chất phi kim,HNX,5320694
GND,CTCP Gạch ngói Đồng Nai,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,9000000
GPBank,Ngân hàng Thương mại TNHH MTV Dầu khí Toàn cầu,Trung gian tín dụng và các hoạt động liên quan,Khác,200000000
GQN,Trung tâm Giống Thủy sản Quảng Nam,Chăn nuôi,UPCoM,846000
GRL,CTCP Tiếp Vận Xanh,Hỗ trợ vận tải,OTC,0
GSC,CTCP Thủy điện Geruco Sông Côn,"Xây dựng nhà cửa, cao ốc",OTC,30000000
GSM,CTCP Thủy điện Hương Sơn,"Phát, truyền tải và phân phối điện năng",UPCoM,28562000
GSP,CTCP Vận tải Sản Phẩm Khí Quốc tế,Vận tải đường thủy,HOSE,36000000
GT6,Tổng Công ty Xây dựng Công trình Giao thông 6 - CTCP,"Xây dựng nhà cửa, cao ốc",OTC,0
GTA,CTCP Chế biến gỗ Thuận An,Sản xuất các sản phẩm gỗ,HOSE,10400000
GTC,CTCP Trà Rồng Vàng,Trồng trọt,OTC,1032243
GTD,CTCP Giầy Thượng Đình,Sản xuất các sản phẩm da và liên quan,UPCoM,9300000
GTH,CTCP Xây dựng - Giao thông Thừa Thiên Huế,"Xây dựng nhà cửa, cao ốc",UPCoM,2735500
GTI,Công ty Grand Twins International (Campuchia),"Sản xuất sợi, vải",Campuchia,0
GTK,CTCP Giầy Thụy Khê,Sản xuất các sản phẩm da và liên quan,UPCoM,7700000
GTN,CTCP GTNFoods,Sản xuất thực phẩm,HOSE,250000000
GTS,CTCP Công trình Giao thông Sài Gòn,Xây dựng công nghiệp nặng và dân dụng,UPCoM,28499764
GTT,CTCP Thuận Thảo,Vận tải trung chuyển và vận tải hành khách bằng đường bộ,UPCoM,43503000
GVR,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,"Sản xuất hóa chất, dược phẩm",HOSE,4000000000
GVT,CTCP Giấy Việt Trì,Sản xuất giấy,UPCoM,11605100
GachThaiBinh,CTCP Gạch ốp lát Thái Bình,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
GaoXKTN,Nhà máy Gạo Xuất khẩu Tây Ninh,Sản xuất thực phẩm,Khác,0
Gefoseco,CTCP Thực phẩm và Dịch vụ Tổng hợp,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,2500000
Geleximco,CTCP Xuất nhập khẩu Tổng hợp Hà Nội,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
Gelimex,CTCP Điện máy và Kỹ thuật Công Nghệ,"Sản xuất các sản phẩm điện tử, vi tính",OTC,0
Generalimex,CTCP Xuất nhập khẩu Tổng hợp II,Bán buôn hàng tiêu dùng,OTC,0
Genesis,CTCP Quản lý quỹ Genesis,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
Genexim,CTCP Vật tư Tổng hợp Thành phố Hồ Chí Minh,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,3250000
Gentraco,CTCP Gentraco,Sản xuất thực phẩm,OTC,0
Getraco,CTCP Thương mại Tổng hợp Tỉnh Bà Rịa - Vũng Tàu,Bán buôn hàng tiêu dùng,OTC,751770
GiaCatAudit,Công ty TNHH Tư vấn và Kiểm toán Gia Cát,Dịch vụ pháp lý,Khác,0
GiaDinhCo,CTCP Đầu tư Phát triển Gia Định,Bất động sản ,OTC,0
GiaDungPhongPhu,CTCP Dệt Gia dụng Phong Phú,"Sản xuất sợi, vải",OTC,0
GiaSangSteel,CTCP Luyện cán thép Gia Sàng,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
GiaiPhapS2P,CTCP Dịch vụ Kĩ thuật và Giải pháp Số S2P,Sửa chữa và bảo trì,OTC,0
GiaoThong,CTCP Thiết bị Xây lắp Giao thông,"Xây dựng nhà cửa, cao ốc",OTC,0
GiaoThong2,CTCP Công trình Giao thông 2,"Xây dựng nhà cửa, cao ốc",OTC,0
GiaoThongHaNoi,CTCP Công trình Giao thông Hà Nội,"Xây dựng nhà cửa, cao ốc",Khác,0
GiaoThongQN,CTCP Xây dựng Giao thông Quảng Nam,"Xây dựng nhà cửa, cao ốc",OTC,0
GiayDepWEC,CTCP May Thêu Giày Dép W.E.C Sài Gòn,"Sản xuất sợi, vải",OTC,0
GiayHaNoi,CTCP Đầu tư Xuất nhập khẩu Da giày Hà Nội,"Sản xuất sợi, vải",OTC,5000000
GiayHaiDuong,CTCP Giầy Hải Dương,"Sản xuất sợi, vải",OTC,0
GiayLamSon,CTCP Giấy Lam Sơn,Sản xuất giấy,OTC,0
GiayLeHoa,CTCP Giấy tập Lệ Hoa,Sản xuất giấy,OTC,0
GocVietAudit,Công ty TNHH Kiểm toán Gốc Việt,Dịch vụ pháp lý,Khác,0
GoldenGate,CTCP Thương mại Dịch vụ Cổng Vàng,Dịch vụ ăn uống,OTC,0
GrantThornton,Công ty TNHH Grant Thornton Việt Nam,Dịch vụ pháp lý,Khác,0
GreatEastern,Công ty TNHH Bảo hiểm Nhân Thọ Great Eastern Việt Nam,Bảo hiểm và các hoạt động liên quan,Khác,0
Groupama,Công ty TNHH Bảo hiểm Tổng hợp Groupama Việt Nam,Bảo hiểm và các hoạt động liên quan,Khác,0
H11,CTCP Xây dựng HUD101,Xây dựng công nghiệp nặng và dân dụng,UPCoM,1060000
H22,CTCP Đầu tư và Phát triển Nhà Hà Nội 22,Bất động sản ,OTC,0
HAA,Công ty TNHH Kiểm toán và Tư vấn Hàn Quốc,Dịch vụ pháp lý,Khác,0
HAB,CTCP Sách và Thiết bị Trường học Hà Nội,Công nghiệp xuất bản - Ngoại trừ internet,UPCoM,2000000
HAC,CTCP Chứng khoán Hải Phòng,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",UPCoM,29181096
HACO,CTCP Kiến Trúc Hà Nội,"Xây dựng nhà cửa, cao ốc",OTC,1000000
HAD,CTCP Bia Hà Nội - Hải Dương,Sản xuất đồ uống và thuốc lá,HNX,4000000
HADIC,CTCP Tư vấn Đầu tư và Phát triển Bưu điện Hà Nội,Chăn nuôi,OTC,0
HAF,CTCP Thực phẩm Hà Nội,Sản xuất thực phẩm,UPCoM,14500000
HAFIC,CTCP Tài chính Handico,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
HAG,CTCP Hoàng Anh Gia Lai,Trồng trọt,HOSE,927467947
HAH,CTCP Vận tải và Xếp dỡ Hải An,Hỗ trợ vận tải,HOSE,48782751
HAI,CTCP Nông dược H.A.I,Bán buôn hàng tiêu dùng,HOSE,182682799
HAM,CTCP Vật tư Hậu Giang,"Chợ, đại lý và môi giới bán buôn điện tử",UPCoM,6225399
HAMC,CTCP Cơ khí Ô Tô Hòa Bình,"Sản xuất thiết bị, máy móc",OTC,0
HAN,Tổng Công ty Xây dựng Hà Nội - CTCP,"Xây dựng nhà cửa, cao ốc",UPCoM,141048000
HANOIAC,Công ty TNHH Kiểm toán và Dịch vụ Tư vấn Hà Nội,Dịch vụ pháp lý,Khác,0
HANVIFA,Công ty TNHH Dịch vụ Tài chính và Kiểm toán Hàn Việt,Dịch vụ pháp lý,Khác,0
HAP,CTCP Tập đoàn Hapaco,Sản xuất giấy,HOSE,55626621
HAPHARCO,CTCP Dược phẩm Thiết bị Y tế Hà Nội,Bán buôn hàng tiêu dùng,OTC,0
HAPULICO,CTCP Đầu tư Bất động sản Hapulico,Chăn nuôi,OTC,0
HAR,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,Bất động sản ,HOSE,101350100
HARATOUR,CTCP Dịch vụ Du lịch Đường sắt Hà Nội,Dịch vụ hành chính và hỗ trợ,OTC,0
HARUTOUR,CTCP Du lịch Cao su Hàm Rồng,Chăn nuôi,OTC,0
HAS,CTCP Hacisco,Xây dựng công nghiệp nặng và dân dụng,HOSE,8000000
HASCOM,CTCP Thép và Cơ khí Vật liệu Xây dựng Hải Phòng,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
HAT,CTCP Thương mại Bia Hà Nội,Bán buôn hàng tiêu dùng,HNX,3123000
HATEXCO,Công ty TNHH MTV Dệt 19/5 Hà Nội,"Sản xuất sợi, vải",Khác,0
HAV,CTCP Rượu Hapro,Sản xuất đồ uống và thuốc lá,UPCoM,3297860
HAW,Trung tâm Nước sạch và Vệ sinh môi trường nông thôn,"Quản lý các chương trình nhà ở, quy hoạch đô thị và phát triển cộng đồng",UPCoM,61500
HAX,CTCP Dịch vụ Ô tô Hàng Xanh,Bán lẻ xe hơi và phụ tùng,HOSE,36744399
HBB,Ngân hàng TMCP Nhà Hà Nội,Trung gian tín dụng và các hoạt động liên quan,Khác,405000000
HBC,CTCP Tập đoàn Xây dựng Hòa Bình,"Xây dựng nhà cửa, cao ốc",HOSE,230875398
HBD,CTCP Bao Bì PP Bình Dương,Sản xuất giấy,UPCoM,2011100
HBE,CTCP Sách thiết bị Trường học Hà Tĩnh,Công nghiệp xuất bản - Ngoại trừ internet,HNX,2231058
HBH,CTCP Habeco - Hải Phòng,Sản xuất đồ uống và thuốc lá,UPCoM,16000000
HBI,CTCP HBI,Bất động sản ,OTC,51000000
HBS,CTCP Chứng khoán Hòa Bình,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HNX,32999980
HBW,CTCP Nước sạch Hòa Bình,"Nước, chất thải và các hệ thống khác",UPCoM,6679289
HC1,CTCP Xây dựng Số 1 Hà Nội,"Xây dựng nhà cửa, cao ốc",UPCoM,8000000
HC3,CTCP Xây dựng Số 3 Hải Phòng,Bất động sản ,UPCoM,18805267
HCB,CTCP Dệt may 29/3,Sản xuất các sản phẩm may mặc,UPCoM,5199274
HCC,CTCP Bê tông Hòa Cầm - Intimex,Sản xuất sản phẩm khoáng chất phi kim,HNX,6518586
HCD,CTCP Đầu tư Sản xuất và Thương mại HCD,Sản xuất các sản phẩm nhựa và cao su,HOSE,27000000
HCI,CTCP Đầu tư Xây dựng Hà Nội ,Phát triển bất động sản,UPCoM,5232000
HCM,CTCP Chứng khoán Thành phố Hồ Chí Minh,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HOSE,305882263
HCS,CTCP Thông tin Tín hiệu Đường sắt Hà Nội,Hỗ trợ vận tải,UPCoM,2250000
HCT,CTCP Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,Vận tải đường bộ,HNX,2016385
HD2,CTCP Đầu tư Phát triển Nhà HUD2,Phát triển bất động sản,UPCoM,8962353
HD3,CTCP Đầu tư phát triển Nhà và Đô thị MHDI3,Bất động sản ,OTC,2000000
HD6,CTCP Đầu tư và Phát triển Nhà Số 6 Hà Nội,Bất động sản ,UPCoM,14400000
HD8,CTCP Đầu tư Phát triển Nhà và Đô thị HUD8,Phát triển bất động sản,UPCoM,10000000
HDA,CTCP Hãng sơn Đông Á,"Sản xuất hóa chất, dược phẩm",HNX,11500000
HDB,Ngân hàng TMCP Phát triển TPHCM,Trung gian tín dụng và các hoạt động liên quan,HOSE,1608848818
HDBS,CTCP Chứng khoán HDB,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
HDC,CTCP Phát triển Nhà Bà Rịa - Vũng Tàu,Phát triển bất động sản,HOSE,66515837
HDCC1,CTCP Xây dựng Số 1 Hải Dương,Quản trị doanh nghiệp,OTC,43910
HDG,CTCP Tập đoàn Hà Đô,Phát triển bất động sản,HOSE,154275018
HDLinvest,CTCP Thương mại và Đầu tư HDL,Quản trị doanh nghiệp,OTC,0
HDM,CTCP Dệt may Huế,Sản xuất các sản phẩm may mặc,UPCoM,10000000
HDO,CTCP Hưng Đạo Container,"Thuê và cho thuê máy móc, thiết bị thương mại và công nghiệp",UPCoM,16959879
HDP,CTCP Dược Hà Tĩnh,"Sản xuất hóa chất, dược phẩm",UPCoM,9011418
HDSAISON,Công ty Tài chính TNHH HD Saison,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0
HDTAudit,Công ty TNHH Kiểm toán HDT Việt Nam,Dịch vụ pháp lý,Khác,0
HDW,CTCP Kinh doanh Nước sạch Hải Dương,"Nước, chất thải và các hệ thống khác",UPCoM,31882470
HEC,CTCP Tư vấn Xây dựng Thủy Lợi II,"Xây dựng nhà cửa, cao ốc",UPCoM,4200000
HEJ,Tổng Công ty Tư vấn Xây dựng Thủy lợi Việt Nam - CTCP,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,4400000
HEM,CTCP Chế tạo Điện Cơ Hà Nội,"Sản xuất thiết bị, máy móc",UPCoM,38704650
HEP,CTCP Môi trường và Công trình Đô thị Huế,"Nước, chất thải và các hệ thống khác",UPCoM,6000000
HES,CTCP Dịch vụ Giải trí Hà Nội,"Công nghiệp giải trí, đánh bạc và tiêu khiển",UPCoM,9297450
HEV,CTCP Sách Đại học Dạy nghề,Công nghiệp xuất bản - Ngoại trừ internet,HNX,1000000
HFB,CTCP Công trình Cầu phà Thành phố Hồ Chí Minh,Xây dựng công nghiệp nặng và dân dụng,UPCoM,9100000
HFC,CTCP Xăng dầu HFC,Cửa hàng đồ nội thất và đồ dùng gia đình,UPCoM,6455335
HFIC,Công ty Đầu tư Tài chính Nhà nước Thành phố Hồ Chí Minh,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0
HFS,CTCP Thương mại Dịch vụ Thời trang Hà Nội,Sản xuất các sản phẩm may mặc,UPCoM,10000000
HFT,CTCP Chứng khoán Pinetree,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,61500000
HFX,CTCP Sản xuất - Xuất nhập khẩu Thanh Hà,Bán buôn hàng tiêu dùng,UPCoM,1270000
HGA,Trung tâm Giống Nông nghiệp tỉnh Hậu Giang,Hoạt động hỗ trợ cho nông lâm nghiệp,UPCoM,778181
HGC,Trung tâm Quy hoạch - Kiến trúc tỉnh Hậu Giang,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,55000
HGM,CTCP Cơ khí và Khoáng sản Hà Giang,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HNX,12600000
HGR,CTCP Tài nguyên và Môi trường Hậu Giang,"Quản lý các chương trình nhà ở, quy hoạch đô thị và phát triển cộng đồng",UPCoM,10000
HGT,CTCP Du lịch Hương Giang,Khách sạn và phòng ở,UPCoM,20000000
HGW,CTCP Cấp thoát nước - Công trình Đô thị Hậu Giang,"Nước, chất thải và các hệ thống khác",UPCoM,24878291
HHA,CTCP Văn phòng phẩm Hồng Hà,Sản xuất khác,OTC,5896100
HHC,CTCP Bánh kẹo Hải Hà ,Sản xuất thực phẩm,HNX,16425000
HHD,CTCP Kinh doanh Phát triển Nhà và Đô thị Hà Nội,"Xây dựng nhà cửa, cao ốc",OTC,0
HHG,CTCP Hoàng Hà,Vận tải đường bộ,HNX,34896354
HHL,CTCP Hồng Hà Long An,Xây dựng công nghiệp nặng và dân dụng,OTC,2748270
HHN,CTCP Vận tải và Dịch vụ Hàng hóa Hà Nội,Hỗ trợ vận tải,UPCoM,1440000
HHP,CTCP Giấy Hoàng Hà Hải Phòng,Sản xuất giấy,HOSE,18000000
HHR,CTCP Đường sắt Hà Hải,Xây dựng công nghiệp nặng và dân dụng,UPCoM,1380000
HHS,CTCP Đầu tư Dịch vụ Hoàng Huy,Bán buôn hàng lâu bền,HOSE,274744063
HHV,CTCP Đầu tư Hạ tầng Giao thông Đèo Cả,Xây dựng công nghiệp nặng và dân dụng,UPCoM,267384090
HIC,CTCP Đầu tư và Xây dựng Số 1 Hà Nội,"Xây dựng nhà cửa, cao ốc",OTC,0
HID,CTCP Halcom Việt Nam,"Phát, truyền tải và phân phối điện năng",HOSE,58765032
HIG,CTCP Tập đoàn HIPT,Viễn thông,UPCoM,22559030
HII,CTCP An Tiến Industries,"Sản xuất hóa chất, dược phẩm",HOSE,32027500
HIS,CTCP Đầu tư và Kinh doanh Thương mại Vinaconex,Bán buôn hàng tiêu dùng,OTC,0
HIZ,CTCP Khu Công nghiệp Hố Nai,Bất động sản ,UPCoM,7500000
HJC,CTCP Hòa Việt,Sản xuất đồ uống và thuốc lá,UPCoM,12853052
HJS,CTCP Thủy điện Nậm Mu,"Phát, truyền tải và phân phối điện năng",HNX,20999900
